image_name,species,file_path,image_path,blurry_image,humans_present,other_taxa,niqe_score
Leucanthemum_vulgare_105281.jpg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_42\Leucanthemum_vulgare\Leucanthemum_vulgare_105281.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Leucanthemum_vulgare/Leucanthemum_vulgare_105281.jpg,No,Yes,No,4.295570587861522
Leucanthemum_vulgare_104479.jpg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_42\Leucanthemum_vulgare\Leucanthemum_vulgare_104479.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Leucanthemum_vulgare/Leucanthemum_vulgare_104479.jpg,No,Yes,No,2.7378919661888603
Leucanthemum_vulgare_104067.jpg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_42\Leucanthemum_vulgare\Leucanthemum_vulgare_104067.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Leucanthemum_vulgare/Leucanthemum_vulgare_104067.jpg,No,Yes,No,4.362068665734388
Leucanthemum_vulgare_100613.jpg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_42\Leucanthemum_vulgare\Leucanthemum_vulgare_100613.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Leucanthemum_vulgare/Leucanthemum_vulgare_100613.jpg,No,Yes,No,3.5291582605250515
Leucanthemum_vulgare_94234.jpeg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_42\Leucanthemum_vulgare\Leucanthemum_vulgare_94234.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Leucanthemum_vulgare/Leucanthemum_vulgare_94234.jpeg,No,Yes,No,4.542716420927871
Leucanthemum_vulgare_108201.jpeg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_42\Leucanthemum_vulgare\Leucanthemum_vulgare_108201.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Leucanthemum_vulgare/Leucanthemum_vulgare_108201.jpeg,No,Yes,No,4.121255709502719
Leucanthemum_vulgare_89359.jpeg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_42\Leucanthemum_vulgare\Leucanthemum_vulgare_89359.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Leucanthemum_vulgare/Leucanthemum_vulgare_89359.jpeg,No,Yes,No,7.447767694826197
Leucanthemum_vulgare_95155.jpeg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_42\Leucanthemum_vulgare\Leucanthemum_vulgare_95155.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Leucanthemum_vulgare/Leucanthemum_vulgare_95155.jpeg,No,Yes,No,5.54888411580904
Leucanthemum_vulgare_106815.jpeg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_42\Leucanthemum_vulgare\Leucanthemum_vulgare_106815.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Leucanthemum_vulgare/Leucanthemum_vulgare_106815.jpeg,No,Yes,Yes,5.813017009021673
Leucanthemum_vulgare_89012.jpeg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_42\Leucanthemum_vulgare\Leucanthemum_vulgare_89012.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Leucanthemum_vulgare/Leucanthemum_vulgare_89012.jpeg,No,Yes,No,3.9768561715844815
Matricaria_chamomilla_113195.jpg,Matricaria chamomilla,E:\iNaturalist	est_images_200\seed_42\Matricaria_chamomilla\Matricaria_chamomilla_113195.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Matricaria_chamomilla/Matricaria_chamomilla_113195.jpg,No,Yes,No,5.318372176878356
Matricaria_chamomilla_113549.jpg,Matricaria chamomilla,E:\iNaturalist	est_images_200\seed_42\Matricaria_chamomilla\Matricaria_chamomilla_113549.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Matricaria_chamomilla/Matricaria_chamomilla_113549.jpg,No,Yes,No,3.0786949479030943
Matricaria_chamomilla_113934.jpeg,Matricaria chamomilla,E:\iNaturalist	est_images_200\seed_42\Matricaria_chamomilla\Matricaria_chamomilla_113934.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Matricaria_chamomilla/Matricaria_chamomilla_113934.jpeg,No,Yes,No,3.1024531360426173
Matricaria_chamomilla_112898.jpeg,Matricaria chamomilla,E:\iNaturalist	est_images_200\seed_42\Matricaria_chamomilla\Matricaria_chamomilla_112898.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Matricaria_chamomilla/Matricaria_chamomilla_112898.jpeg,No,Yes,No,4.793587541063654
Matricaria_chamomilla_112469.jpeg,Matricaria chamomilla,E:\iNaturalist	est_images_200\seed_42\Matricaria_chamomilla\Matricaria_chamomilla_112469.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Matricaria_chamomilla/Matricaria_chamomilla_112469.jpeg,No,Yes,No,3.062357750724116
Matricaria_chamomilla_113704.jpeg,Matricaria chamomilla,E:\iNaturalist	est_images_200\seed_42\Matricaria_chamomilla\Matricaria_chamomilla_113704.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Matricaria_chamomilla/Matricaria_chamomilla_113704.jpeg,No,Yes,No,3.9067729705330567
